Time(s),Shoulder_Flexion_Deg,Shoulder_Abduction_Deg,Elbow_Flexion_Deg,Elbow_Pronosupination_Deg,Wrist_Flexion_Deg
13.139,71.88,53.87,25.49,-24.48,-16.07
13.165,75.05,59.02,27.19,-24.19,-16.07
13.195,75.05,59.02,26.14,-23.89,-16.31
13.218,77.77,63.85,27.43,-23.69,-16.31
13.248,77.77,63.85,26.65,-23.56,-17.3
13.272,78.91,65.26,27.93,-24.22,-17.3
13.303,78.91,65.26,26.67,-23.31,-17.52
13.334,79.69,66.21,27.73,-24.02,-17.52
13.363,79.69,66.21,26.37,-22.99,-18.13
13.394,79.71,65.94,26.75,-23.43,-18.13
13.416,79.71,65.94,26.18,-22.5,-18.18
13.441,79.43,65.2,26.16,-22.26,-18.18
13.468,79.43,65.2,25.66,-22.61,-18.02
13.491,78.5,63.26,25.3,-22.24,-18.02
13.524,78.5,63.26,25.08,-23.54,-18.34
13.548,76.57,59.69,24.32,-23.83,-18.34
13.578,76.57,59.69,24.7,-25.42,-17.12
13.604,72.79,53.31,23.6,-27.1,-17.12
13.634,72.79,53.31,23.52,-28.57,-18.03
13.657,68.7,47.17,22.39,-29.86,-18.03
13.689,68.7,47.17,21.97,-33.33,-18.8
13.713,61.51,36.8,21.51,-35.29,-18.8
13.743,61.51,36.8,17.47,-37.67,-19.48
13.767,55.49,30.17,16.63,-39.57,-19.48
13.799,55.49,30.17,13.52,-41.92,-18.29
13.824,47.63,23.44,13.53,-45.24,-18.29
13.854,47.63,23.44,8.66,-46.55,-20.34
13.876,41.0,19.92,9.32,-49.36,-20.34
13.908,41.0,19.92,6.19,-48.64,-19.03
13.93,33.36,15.85,10.38,-51.79,-19.03
13.967,33.36,15.85,5.62,-48.74,-21.22
13.988,26.69,13.36,11.4,-50.65,-21.22
14.02,26.69,13.36,6.57,-49.27,-20.0
14.044,19.47,10.93,12.71,-53.08,-20.0
14.076,19.47,10.93,7.83,-46.42,-22.19
14.098,14.17,9.14,13.24,-47.04,-22.19
14.134,14.17,9.14,8.79,-45.8,-20.73
14.157,8.42,6.92,15.03,-44.8,-20.73
14.189,8.42,6.92,9.46,-45.89,-22.15
14.212,4.42,5.47,13.63,-44.32,-22.15
14.243,4.42,5.47,9.95,-45.94,-23.89
14.265,0.51,3.76,13.91,-44.45,-23.89
14.298,0.51,3.76,10.12,-46.98,-24.45
14.32,1.74,2.47,12.07,-46.14,-24.45
14.354,1.74,2.47,10.62,-45.73,-24.69
14.375,3.19,1.49,11.69,-44.36,-24.69
